ID,Transcript number,Contact_position
760,TOR_C_00034_tagged.txt,V + si
761,TOR_C_0071_tagged.txt,V + si
762,TOR_C_0071_tagged.txt,V + si
763,TOR_C_00019_tagged.txt,V + si
764,TOR_C_00033_tagged.txt,V + si
765,TOR_C_00019_tagged.txt,V + si
766,TOR_C_00019_tagged.txt,V + si
767,TOR_C_00011_tagged.txt,V + si
768,TOR_C_0004_tagged.txt,V + si
769,TOR_C_0004_tagged.txt,V + si
770,TOR_C_0037_tagged.txt,V + si
771,TOR_C_0049_tagged.txt,V + si
772,TOR_C_0037_tagged.txt,V + si
773,TOR_C_0046_tagged.txt,V + si
774,TOR_C_0059_tagged.txt,V + si
775,TOR_C_0001_tagged.txt,V + si
776,TOR_C_00029_tagged.txt,V + si
777,TOR_C_0049_tagged.txt,V + si
778,TOR_C_0061_tagged.txt,V + si
779,TOR_C_00013_tagged.txt,V + si
780,TOR_C_0062_tagged.txt,V + si
781,TOR_C_00019_tagged.txt,V + si
782,TOR_C_00019_tagged.txt,V + si
783,TOR_C_00013_tagged.txt,V + si
784,TOR_C_0008_tagged.txt,V + si
785,TOR_C_0050_tagged.txt,V + si
786,TOR_C_00010_tagged.txt,V + si
787,TOR_C_0047_tagged.txt,V + si
788,TOR_C_0067_tagged.txt,V + si
789,TOR_C_00033_tagged.txt,V + si
790,TOR_C_0047_tagged.txt,V + si
791,TOR_C_0049_tagged.txt,V + si
792,TOR_C_0052_tagged.txt,V + si
793,TOR_C_0062_tagged.txt,V + si
794,TOR_C_0064_tagged.txt,V + si
795,TOR_C_0001_tagged.txt,V + si
796,TOR_C_0001_tagged.txt,V + si
797,TOR_C_0092_tagged.txt,V + si
798,TOR_C_00034_tagged.txt,V + si
799,TOR_C_0037_tagged.txt,V + si
800,TOR_C_0049_tagged.txt,V + si
801,TOR_C_0004_tagged.txt,V + si
802,TOR_C_0049_tagged.txt,V + si
803,TOR_C_0041_tagged.txt,V + si
804,TOR_C_0064_tagged.txt,V + si
805,TOR_C_0082_tagged.txt,V + si
806,TOR_C_0002_tagged.txt,V + si
807,TOR_C_0001_tagged.txt,V + si
808,TOR_C_0040_tagged.txt,V + si
809,TOR_C_0089_tagged.txt,V + si
810,TOR_C_00034_tagged.txt,V + si
811,TOR_C_00034_tagged.txt,V + si
812,TOR_C_0009_tagged.txt,V + si
813,TOR_C_0060_tagged.txt,V + si
814,TOR_C_0071_tagged.txt,V + si
815,TOR_C_0082_tagged.txt,V + si
816,TOR_C_0083_tagged.txt,V + si
817,TOR_C_0061_tagged.txt,V + si
818,TOR_C_0062_tagged.txt,V + si
819,TOR_C_0049_tagged.txt,V + si
820,TOR_C_0050_tagged.txt,V + si
821,TOR_C_0004_tagged.txt,V + si
822,TOR_C_0064_tagged.txt,V + si
823,TOR_C_0063_tagged.txt,V + si
824,TOR_C_0046_tagged.txt,V + si
825,TOR_C_0002_tagged.txt,V + si
826,TOR_C_00019_tagged.txt,V + si
827,TOR_C_0053_tagged.txt,V + si
828,TOR_C_0053_tagged.txt,V + si
829,TOR_C_00011_tagged.txt,V + si
830,TOR_C_0046_tagged.txt,V + si
831,TOR_C_0050_tagged.txt,V + si
832,TOR_C_0049_tagged.txt,V + si
833,TOR_C_0079_tagged.txt,V + si
834,TOR_C_00034_tagged.txt,V + si
835,TOR_C_0007_tagged.txt,V + si
836,TOR_C_0040_tagged.txt,V + si
837,TOR_C_0050_tagged.txt,V + si
838,TOR_C_0053_tagged.txt,V + si
839,TOR_C_0071_tagged.txt,V + si
840,TOR_C_0077_tagged.txt,V + si
841,TOR_C_0067_tagged.txt,V + si
842,TOR_C_0046_tagged.txt,V + si
843,TOR_C_0037_tagged.txt,V + si
844,TOR_C_0046_tagged.txt,V + si
845,TOR_C_0069_tagged.txt,V + si
846,TOR_C_0086_tagged.txt,V + si
847,TOR_C_0037_tagged.txt,V + si
848,TOR_C_00024_tagged.txt,V + si
849,TOR_C_00024_tagged.txt,V + si
850,TOR_C_0075_tagged.txt,V + si
851,TOR_C_0080_tagged.txt,V + si
852,TOR_C_0054_tagged.txt,V + si
853,TOR_C_0002_tagged.txt,V + si
854,TOR_C_00034_tagged.txt,V + si
855,TOR_C_00034_tagged.txt,V + si
856,TOR_C_0046_tagged.txt,V + si
857,TOR_C_0045_tagged.txt,V + si
858,TOR_C_00033_tagged.txt,V + si
859,TOR_C_0004_tagged.txt,V + si
860,TOR_C_00019_tagged.txt,V + si
861,TOR_C_0101_tagged.txt,V + si
862,TOR_C_0001_tagged.txt,V + si
863,TOR_C_00033_tagged.txt,V + si
864,TOR_C_0079_tagged.txt,V + si
865,TOR_C_0050_tagged.txt,V + si
866,TOR_C_0071_tagged.txt,V + si
867,TOR_C_0049_tagged.txt,V + si
868,TOR_C_00024_tagged.txt,V + si
869,TOR_C_0007_tagged.txt,V + si
870,TOR_C_00029_tagged.txt,V + si
871,TOR_C_00019_tagged.txt,V + si
872,TOR_C_00034_tagged.txt,V + si
873,TOR_C_00033_tagged.txt,V + si
874,TOR_C_0067_tagged.txt,V + si
875,TOR_C_0071_tagged.txt,V + si
876,TOR_C_0071_tagged.txt,V + si
877,TOR_C_0046_tagged.txt,V + si
878,TOR_C_00023_tagged.txt,V + si
879,TOR_C_00033_tagged.txt,V + si
880,TOR_C_0009_tagged.txt,V + si
881,TOR_C_00034_tagged.txt,V + si
882,TOR_C_00033_tagged.txt,V + si
883,TOR_C_0051_tagged.txt,V + si
884,TOR_C_0079_tagged.txt,V + si
885,TOR_C_00010_tagged.txt,V + si
886,TOR_C_00034_tagged.txt,V + si
887,TOR_C_00020_tagged.txt,V + si
888,TOR_C_0050_tagged.txt,V + si
889,TOR_C_00011_tagged.txt,V + si
890,TOR_C_0050_tagged.txt,V + si
891,TOR_C_0075_tagged.txt,V + si
892,TOR_C_00033_tagged.txt,V + si
893,TOR_C_00019_tagged.txt,V + si
894,TOR_C_00024_tagged.txt,V + si
895,TOR_C_0083_tagged.txt,V + si
896,TOR_C_0046_tagged.txt,V + si
897,TOR_C_0049_tagged.txt,V + si
898,TOR_C_0041_tagged.txt,V + si
899,TOR_C_0050_tagged.txt,V + si
900,TOR_C_0050_tagged.txt,V + si
901,TOR_C_0041_tagged.txt,V + si
902,TOR_C_0091_tagged.txt,V + si
903,TOR_C_0049_tagged.txt,V + si
904,TOR_C_0049_tagged.txt,V + si
905,TOR_C_0079_tagged.txt,V + si
906,TOR_C_0050_tagged.txt,V + si
907,TOR_C_0045_tagged.txt,V + si
908,TOR_C_0077_tagged.txt,V + si
909,TOR_C_00034_tagged.txt,V + si
910,TOR_C_00034_tagged.txt,V + si
911,TOR_C_0037_tagged.txt,V + si
912,TOR_C_00033_tagged.txt,V + si
913,TOR_C_00010_tagged.txt,V + si
914,TOR_C_0041_tagged.txt,V + si
915,TOR_C_00019_tagged.txt,V + si
916,TOR_C_0038_tagged.txt,V + si
917,TOR_C_00033_tagged.txt,V + si
918,TOR_C_00010_tagged.txt,V + si
919,TOR_C_0079_tagged.txt,V + si
920,TOR_C_0001_tagged.txt,V + si
921,TOR_C_0050_tagged.txt,V + si
922,TOR_C_0063_tagged.txt,V + si
923,TOR_C_00029_tagged.txt,V + si
924,TOR_C_00023_tagged.txt,V + si
925,TOR_C_00011_tagged.txt,V + si
926,TOR_C_0069_tagged.txt,V + si
927,TOR_C_00034_tagged.txt,V + si
