ID	TRANSCRIPT	PPDSTATUS	GENDER	CASE
1	TOR_C_0001_tagged.txt	NOPPD	F	NOM
2	TOR_C_0001_tagged.txt	NOPPD	F	NOM
3	TOR_C_0001_tagged.txt	NOPPD	F	NOM
4	TOR_C_0001_tagged.txt	NOPPD	F	NOM
5	TOR_C_0001_tagged.txt	NOPPD	F	NOM
6	TOR_C_0001_tagged.txt	NOPPD	F	NOM
7	TOR_C_0001_tagged.txt	NOPPD	F	NOM
8	TOR_C_0001_tagged.txt	NOPPD	F	NOM
9	TOR_C_0001_tagged.txt	NOPPD	F	NOM
10	TOR_C_0001_tagged.txt	NOPPD	M	NOM
11	TOR_C_0001_tagged.txt	NOPPD	M	NOM
12	TOR_C_0001_tagged.txt	PPD	F	NOM
13	TOR_C_0001_tagged.txt	NOPPD	M	NOM
14	TOR_C_0001_tagged.txt	NOPPD	M	NOM
15	TOR_C_0001_tagged.txt	NOPPD	F	NOM
16	TOR_C_0001_tagged.txt	NOPPD	F	NOM
17	TOR_C_0001_tagged.txt	NOPPD	M	NOM
18	TOR_C_0001_tagged.txt	NOPPD	F	NOM
19	TOR_C_0001_tagged.txt	NOPPD	F	NOM
20	TOR_C_0001_tagged.txt	NOPPD	F	NOM
21	TOR_C_0001_tagged.txt	NOPPD	F	NOM
22	TOR_C_0001_tagged.txt	NOPPD	F	NOM
23	TOR_C_0001_tagged.txt	NOPPD	F	NOM
24	TOR_C_0001_tagged.txt	NOPPD	F	NOM
25	TOR_C_0001_tagged.txt	NOPPD	F	NOM
26	TOR_C_0001_tagged.txt	NOPPD	F	NOM
27	TOR_C_0001_tagged.txt	NOPPD	F	NOM
28	TOR_C_0001_tagged.txt	NOPPD	M	NOM
29	TOR_C_0001_tagged.txt	NOPPD	M	NOM
30	TOR_C_0001_tagged.txt	NOPPD	M	NOM
31	TOR_C_0001_tagged.txt	NOPPD	M	NOM
32	TOR_C_0001_tagged.txt	NOPPD	F	NOM
33	TOR_C_0001_tagged.txt	NOPPD	M	NOM
34	TOR_C_0001_tagged.txt	NOPPD	F	NOM
35	TOR_C_0001_tagged.txt	NOPPD	F	NOM
36	TOR_C_0001_tagged.txt	NOPPD	F	NOM
37	TOR_C_0001_tagged.txt	NOPPD	F	NOM
38	TOR_C_0001_tagged.txt	NOPPD	F	NOM
39	TOR_C_0001_tagged.txt	NOPPD	M	NOM
40	TOR_C_0001_tagged.txt	NOPPD	F	NOM
41	TOR_C_0001_tagged.txt	NOPPD	F	NOM
42	TOR_C_0001_tagged.txt	NOPPD	M	NOM
43	TOR_C_0001_tagged.txt	NOPPD	F	NOM
44	TOR_C_0001_tagged.txt	NOPPD	F	NOM
45	TOR_C_0001_tagged.txt	NOPPD	M	NOM
46	TOR_C_0001_tagged.txt	NOPPD	F	NOM
47	TOR_C_0001_tagged.txt	NOPPD	F	NOM
48	TOR_C_0001_tagged.txt	NOPPD	M	NOM
49	TOR_C_0001_tagged.txt	NOPPD	M	NOM
50	TOR_C_0001_tagged.txt	NOPPD	F	NOM
51	TOR_C_0001_tagged.txt	NOPPD	F	NOM
52	TOR_C_0001_tagged.txt	NOPPD	F	NOM
53	TOR_C_0001_tagged.txt	NOPPD	F	NOM
54	TOR_C_0001_tagged.txt	NOPPD	F	NOM
55	TOR_C_0001_tagged.txt	NOPPD	F	NOM
56	TOR_C_0001_tagged.txt	NOPPD	M	NOM
57	TOR_C_0001_tagged.txt	NOPPD	F	NOM
58	TOR_C_0001_tagged.txt	NOPPD	F	NOM
59	TOR_C_0001_tagged.txt	NOPPD	M	NOM
60	TOR_C_0001_tagged.txt	NOPPD	F	NOM
61	TOR_C_0001_tagged.txt	NOPPD	F	NOM
62	TOR_C_0001_tagged.txt	NOPPD	F	NOM
63	TOR_C_0001_tagged.txt	NOPPD	F	NOM
64	TOR_C_0001_tagged.txt	NOPPD	F	NOM
65	TOR_C_0001_tagged.txt	NOPPD	F	NOM
66	TOR_C_0001_tagged.txt	NOPPD	F	NOM
67	TOR_C_0001_tagged.txt	NOPPD	F	NOM
68	TOR_C_0001_tagged.txt	NOPPD	F	NOM
69	TOR_C_0001_tagged.txt	NOPPD	F	NOM
70	TOR_C_0001_tagged.txt	NOPPD	M	NOM
71	TOR_C_0001_tagged.txt	NOPPD	M	NOM
72	TOR_C_0001_tagged.txt	NOPPD	M	NOM
73	TOR_C_0001_tagged.txt	NOPPD	F	NOM
74	TOR_C_0001_tagged.txt	NOPPD	F	NOM
75	TOR_C_0001_tagged.txt	NOPPD	F	NOM
76	TOR_C_0001_tagged.txt	NOPPD	F	NOM
77	TOR_C_0001_tagged.txt	NOPPD	F	NOM
78	TOR_C_0001_tagged.txt	NOPPD	F	NOM
79	TOR_C_0001_tagged.txt	NOPPD	F	NOM
80	TOR_C_0001_tagged.txt	NOPPD	F	NOM
81	TOR_C_0001_tagged.txt	NOPPD	F	NOM
82	TOR_C_0001_tagged.txt	NOPPD	F	NOM
83	TOR_C_0001_tagged.txt	NOPPD	F	NOM
84	TOR_C_0001_tagged.txt	NOPPD	F	NOM
85	TOR_C_0001_tagged.txt	NOPPD	F	NOM
86	TOR_C_0002_tagged.txt	NOPPD	M	NOM
87	TOR_C_0002_tagged.txt	NOPPD	M	NOM
88	TOR_C_0002_tagged.txt	NOPPD	F	NOM
89	TOR_C_0002_tagged.txt	NOPPD	F	NOM
90	TOR_C_0002_tagged.txt	NOPPD	F	NOM
91	TOR_C_0002_tagged.txt	NOPPD	F	NOM
92	TOR_C_0002_tagged.txt	NOPPD	F	NOM
93	TOR_C_0002_tagged.txt	NOPPD	F	NOM
94	TOR_C_0002_tagged.txt	PPD	F	NOM
95	TOR_C_0002_tagged.txt	NOPPD	F	NOM
96	TOR_C_0002_tagged.txt	NOPPD	F	NOM
97	TOR_C_0002_tagged.txt	NOPPD	F	NOM
98	TOR_C_0002_tagged.txt	NOPPD	F	NOM
99	TOR_C_0002_tagged.txt	PPD	F	NOM
100	TOR_C_0002_tagged.txt	PPD	F	NOM
101	TOR_C_0002_tagged.txt	NOPPD	F	NOM
102	TOR_C_0002_tagged.txt	NOPPD	F	NOM
103	TOR_C_0002_tagged.txt	NOPPD	F	NOM
104	TOR_C_0002_tagged.txt	NOPPD	F	NOM
105	TOR_C_0002_tagged.txt	NOPPD	F	NOM
106	TOR_C_0002_tagged.txt	PPD	F	NOM
107	TOR_C_0002_tagged.txt	NOPPD	F	NOM
108	TOR_C_0002_tagged.txt	NOPPD	F	NOM
109	TOR_C_0002_tagged.txt	NOPPD	M	NOM
110	TOR_C_0002_tagged.txt	NOPPD	F	NOM
111	TOR_C_0002_tagged.txt	PPD	F	NOM
112	TOR_C_0002_tagged.txt	NOPPD	M	NOM
113	TOR_C_0002_tagged.txt	NOPPD	M	NOM
114	TOR_C_0002_tagged.txt	NOPPD	F	NOM
115	TOR_C_0002_tagged.txt	NOPPD	F	NOM
116	TOR_C_0002_tagged.txt	PPD	F	NOM
117	TOR_C_0002_tagged.txt	NOPPD	M	NOM
118	TOR_C_0002_tagged.txt	NOPPD	M	NOM
119	TOR_C_0002_tagged.txt	NOPPD	M	NOM
120	TOR_C_0002_tagged.txt	NOPPD	F	NOM
121	TOR_C_0002_tagged.txt	NOPPD	F	NOM
122	TOR_C_0002_tagged.txt	NOPPD	F	NOM
123	TOR_C_0002_tagged.txt	NOPPD	M	NOM
124	TOR_C_0002_tagged.txt	NOPPD	F	NOM
125	TOR_C_0002_tagged.txt	NOPPD	F	NOM
126	TOR_C_0002_tagged.txt	NOPPD	F	NOM
127	TOR_C_0002_tagged.txt	NOPPD	F	NOM
128	TOR_C_0002_tagged.txt	NOPPD	F	NOM
129	TOR_C_0002_tagged.txt	NOPPD	F	NOM
130	TOR_C_0002_tagged.txt	NOPPD	F	NOM
131	TOR_C_0002_tagged.txt	NOPPD	M	NOM
132	TOR_C_0002_tagged.txt	NOPPD	F	NOM
133	TOR_C_0002_tagged.txt	NOPPD	F	NOM
134	TOR_C_0002_tagged.txt	NOPPD	F	NOM
135	TOR_C_0002_tagged.txt	NOPPD	F	NOM
136	TOR_C_0002_tagged.txt	NOPPD	F	NOM
137	TOR_C_0002_tagged.txt	PPD	M	NOM
138	TOR_C_0002_tagged.txt	NOPPD	M	NOM
139	TOR_C_0002_tagged.txt	NOPPD	F	NOM
140	TOR_C_0002_tagged.txt	NOPPD	F	NOM
141	TOR_C_0002_tagged.txt	PPD	F	NOM
142	TOR_C_0002_tagged.txt	NOPPD	F	NOM
143	TOR_C_0002_tagged.txt	NOPPD	M	NOM
144	TOR_C_0002_tagged.txt	NOPPD	M	NOM
145	TOR_C_0002_tagged.txt	NOPPD	F	NOM
146	TOR_C_0002_tagged.txt	PPD	F	NOM
147	TOR_C_0002_tagged.txt	PPD	F	NOM
148	TOR_C_0002_tagged.txt	NOPPD	F	NOM
149	TOR_C_0002_tagged.txt	NOPPD	F	NOM
150	TOR_C_0002_tagged.txt	NOPPD	F	NOM
151	TOR_C_0002_tagged.txt	NOPPD	F	NOM
152	TOR_C_0002_tagged.txt	NOPPD	F	NOM
153	TOR_C_0002_tagged.txt	NOPPD	F	NOM
154	TOR_C_0002_tagged.txt	NOPPD	F	NOM
155	TOR_C_0002_tagged.txt	NOPPD	F	NOM
156	TOR_C_0002_tagged.txt	NOPPD	F	NOM
157	TOR_C_0002_tagged.txt	NOPPD	F	NOM
158	TOR_C_0002_tagged.txt	NOPPD	M	NOM
159	TOR_C_0002_tagged.txt	NOPPD	M	NOM
160	TOR_C_0002_tagged.txt	NOPPD	M	NOM
161	TOR_C_0002_tagged.txt	NOPPD	F	NOM
162	TOR_C_0002_tagged.txt	NOPPD	M	NOM
163	TOR_C_0002_tagged.txt	NOPPD	F	NOM
164	TOR_C_0002_tagged.txt	NOPPD	F	NOM
165	TOR_C_0002_tagged.txt	NOPPD	F	NOM
166	TOR_C_0002_tagged.txt	NOPPD	M	NOM
167	TOR_C_0002_tagged.txt	PPD	F	NOM
168	TOR_C_0002_tagged.txt	PPD	F	NOM
169	TOR_C_0002_tagged.txt	NOPPD	F	NOM
170	TOR_C_0002_tagged.txt	NOPPD	F	NOM
171	TOR_C_0002_tagged.txt	NOPPD	F	NOM
172	TOR_C_0002_tagged.txt	NOPPD	M	NOM
173	TOR_C_0002_tagged.txt	NOPPD	M	NOM
174	TOR_C_0002_tagged.txt	NOPPD	F	NOM
175	TOR_C_0002_tagged.txt	NOPPD	F	NOM
176	TOR_C_0002_tagged.txt	PPD	F	NOM
177	TOR_C_0002_tagged.txt	NOPPD	F	NOM
178	TOR_C_0002_tagged.txt	NOPPD	F	NOM
179	TOR_C_0002_tagged.txt	PPD	F	NOM
180	TOR_C_0002_tagged.txt	PPD	F	NOM
181	TOR_C_0002_tagged.txt	PPD	F	NOM
182	TOR_C_0002_tagged.txt	NOPPD	M	NOM
183	TOR_C_0002_tagged.txt	NOPPD	F	NOM
184	TOR_C_0002_tagged.txt	NOPPD	M	NOM
185	TOR_C_0002_tagged.txt	NOPPD	F	NOM
186	TOR_C_0002_tagged.txt	NOPPD	F	NOM
187	TOR_C_0002_tagged.txt	NOPPD	F	NOM
188	TOR_C_0002_tagged.txt	NOPPD	F	NOM
189	TOR_C_0002_tagged.txt	NOPPD	F	NOM
190	TOR_C_0002_tagged.txt	NOPPD	F	NOM
191	TOR_C_0002_tagged.txt	NOPPD	M	NOM
192	TOR_C_0002_tagged.txt	NOPPD	F	NOM
193	TOR_C_0002_tagged.txt	NOPPD	F	NOM
194	TOR_C_0002_tagged.txt	NOPPD	F	NOM
195	TOR_C_0002_tagged.txt	NOPPD	F	NOM
196	TOR_C_0002_tagged.txt	NOPPD	M	NOM
197	TOR_C_0002_tagged.txt	NOPPD	F	NOM
198	TOR_C_0002_tagged.txt	PPD	F	NOM
199	TOR_C_0002_tagged.txt	NOPPD	F	NOM
200	TOR_C_0002_tagged.txt	PPD	F	NOM
201	TOR_C_0002_tagged.txt	NOPPD	M	NOM
202	TOR_C_0002_tagged.txt	NOPPD	M	NOM
203	TOR_C_0002_tagged.txt	NOPPD	F	NOM
204	TOR_C_0002_tagged.txt	PPD	F	NOM
205	TOR_C_0002_tagged.txt	NOPPD	F	NOM
206	TOR_C_0002_tagged.txt	NOPPD	F	NOM
207	TOR_C_0002_tagged.txt	NOPPD	F	NOM
208	TOR_C_0002_tagged.txt	NOPPD	M	NOM
209	TOR_C_0002_tagged.txt	NOPPD	F	NOM
210	TOR_C_0002_tagged.txt	NOPPD	M	NOM
211	TOR_C_0002_tagged.txt	NOPPD	F	NOM
212	TOR_C_0002_tagged.txt	NOPPD	M	NOM
213	TOR_C_0002_tagged.txt	PPD	M	NOM
214	TOR_C_0002_tagged.txt	NOPPD	F	NOM
215	TOR_C_0002_tagged.txt	NOPPD	F	NOM
216	TOR_C_0002_tagged.txt	NOPPD	F	NOM
217	TOR_C_0002_tagged.txt	NOPPD	M	NOM
218	TOR_C_0002_tagged.txt	NOPPD	M	NOM
219	TOR_C_0002_tagged.txt	NOPPD	F	NOM
220	TOR_C_0002_tagged.txt	NOPPD	F	NOM
221	TOR_C_0002_tagged.txt	NOPPD	F	NOM
222	TOR_C_0002_tagged.txt	NOPPD	F	NOM
223	TOR_C_0002_tagged.txt	NOPPD	M	NOM
224	TOR_C_0002_tagged.txt	NOPPD	M	NOM
225	TOR_C_0002_tagged.txt	NOPPD	M	NOM
226	TOR_C_0002_tagged.txt	NOPPD	M	NOM
227	TOR_C_0002_tagged.txt	NOPPD	F	NOM
228	TOR_C_0002_tagged.txt	NOPPD	M	NOM
229	TOR_C_0002_tagged.txt	NOPPD	F	NOM
230	TOR_C_0002_tagged.txt	NOPPD	F	NOM
231	TOR_C_0002_tagged.txt	NOPPD	F	NOM
232	TOR_C_0002_tagged.txt	NOPPD	F	NOM
233	TOR_C_0002_tagged.txt	NOPPD	F	NOM
234	TOR_C_0002_tagged.txt	NOPPD	F	NOM
235	TOR_C_0002_tagged.txt	PPD	F	NOM
236	TOR_C_0002_tagged.txt	NOPPD	F	NOM
237	TOR_C_0002_tagged.txt	NOPPD	M	NOM
238	TOR_C_0002_tagged.txt	NOPPD	F	NOM
239	TOR_C_0002_tagged.txt	NOPPD	F	NOM
240	TOR_C_0002_tagged.txt	NOPPD	M	NOM
241	TOR_C_0002_tagged.txt	NOPPD	F	NOM
242	TOR_C_0002_tagged.txt	NOPPD	F	NOM
243	TOR_C_0002_tagged.txt	NOPPD	M	NOM
244	TOR_C_0002_tagged.txt	NOPPD	F	NOM
245	TOR_C_0002_tagged.txt	NOPPD	M	NOM
246	TOR_C_0002_tagged.txt	NOPPD	F	NOM
247	TOR_C_0002_tagged.txt	NOPPD	F	NOM
248	TOR_C_0002_tagged.txt	NOPPD	F	NOM
249	TOR_C_0002_tagged.txt	NOPPD	F	NOM
250	TOR_C_0002_tagged.txt	NOPPD	F	NOM
251	TOR_C_0002_tagged.txt	NOPPD	F	NOM
252	TOR_C_0002_tagged.txt	PPD	F	NOM
253	TOR_C_0002_tagged.txt	PPD	M	NOM
254	TOR_C_0002_tagged.txt	NOPPD	F	NOM
255	TOR_C_0002_tagged.txt	PPD	M	NOM
256	TOR_C_0002_tagged.txt	PPD	M	NOM
257	TOR_C_0002_tagged.txt	NOPPD	F	NOM
258	TOR_C_0002_tagged.txt	PPD	M	NOM
259	TOR_C_0002_tagged.txt	NOPPD	F	NOM
260	TOR_C_0002_tagged.txt	NOPPD	F	NOM
261	TOR_C_0002_tagged.txt	NOPPD	F	NOM
262	TOR_C_0002_tagged.txt	NOPPD	F	NOM
263	TOR_C_0002_tagged.txt	NOPPD	F	NOM
264	TOR_C_0002_tagged.txt	NOPPD	F	NOM
265	TOR_C_0002_tagged.txt	NOPPD	F	NOM
266	TOR_C_0002_tagged.txt	NOPPD	F	NOM
267	TOR_C_0002_tagged.txt	NOPPD	M	NOM
268	TOR_C_0002_tagged.txt	NOPPD	F	NOM
269	TOR_C_0002_tagged.txt	NOPPD	F	NOM
270	TOR_C_0002_tagged.txt	NOPPD	F	NOM
271	TOR_C_0002_tagged.txt	NOPPD	F	NOM
272	TOR_C_0002_tagged.txt	NOPPD	F	NOM
273	TOR_C_0002_tagged.txt	NOPPD	M	NOM
274	TOR_C_0002_tagged.txt	PPD	F	NOM
275	TOR_C_0002_tagged.txt	NOPPD	F	NOM
276	TOR_C_0002_tagged.txt	NOPPD	M	NOM
277	TOR_C_0002_tagged.txt	NOPPD	M	NOM
278	TOR_C_0002_tagged.txt	NOPPD	M	NOM
279	TOR_C_0002_tagged.txt	NOPPD	F	NOM
280	TOR_C_0002_tagged.txt	NOPPD	M	NOM
281	TOR_C_0002_tagged.txt	NOPPD	F	NOM
282	TOR_C_0002_tagged.txt	NOPPD	F	NOM
283	TOR_C_0002_tagged.txt	PPD	M	NOM
284	TOR_C_0002_tagged.txt	NOPPD	F	NOM
285	TOR_C_0002_tagged.txt	NOPPD	M	NOM
286	TOR_C_0002_tagged.txt	NOPPD	M	NOM
287	TOR_C_0002_tagged.txt	NOPPD	F	NOM
288	TOR_C_0002_tagged.txt	NOPPD	F	NOM
289	TOR_C_0002_tagged.txt	NOPPD	F	NOM
290	TOR_C_0002_tagged.txt	NOPPD	F	NOM
291	TOR_C_0002_tagged.txt	NOPPD	F	NOM
292	TOR_C_0002_tagged.txt	NOPPD	M	NOM
293	TOR_C_0002_tagged.txt	NOPPD	F	NOM
294	TOR_C_0002_tagged.txt	NOPPD	M	NOM
295	TOR_C_0002_tagged.txt	NOPPD	F	NOM
296	TOR_C_0002_tagged.txt	NOPPD	F	NOM
297	TOR_C_0002_tagged.txt	NOPPD	F	NOM
298	TOR_C_0002_tagged.txt	NOPPD	F	NOM
299	TOR_C_0002_tagged.txt	NOPPD	F	NOM
300	TOR_C_0002_tagged.txt	NOPPD	F	NOM
301	TOR_C_0002_tagged.txt	NOPPD	F	NOM
302	TOR_C_0002_tagged.txt	NOPPD	F	NOM
303	TOR_C_0002_tagged.txt	PPD	M	NOM
304	TOR_C_0002_tagged.txt	NOPPD	M	NOM
305	TOR_C_0002_tagged.txt	NOPPD	F	NOM
306	TOR_C_0002_tagged.txt	NOPPD	M	NOM
307	TOR_C_0002_tagged.txt	NOPPD	M	NOM
308	TOR_C_0002_tagged.txt	NOPPD	F	NOM
309	TOR_C_0002_tagged.txt	NOPPD	F	NOM
310	TOR_C_0002_tagged.txt	NOPPD	M	NOM
311	TOR_C_0002_tagged.txt	NOPPD	F	NOM
312	TOR_C_0002_tagged.txt	NOPPD	F	NOM
313	TOR_C_0002_tagged.txt	NOPPD	F	NOM
314	TOR_C_0002_tagged.txt	NOPPD	M	NOM
315	TOR_C_0002_tagged.txt	NOPPD	F	NOM
316	TOR_C_0002_tagged.txt	NOPPD	M	NOM
317	TOR_C_0002_tagged.txt	NOPPD	F	NOM
318	TOR_C_0003_tagged.txt	NOPPD	F	NOM
319	TOR_C_0003_tagged.txt	NOPPD	M	NOM
320	TOR_C_0003_tagged.txt	NOPPD	M	NOM
321	TOR_C_0003_tagged.txt	PPD	F	NOM
322	TOR_C_0003_tagged.txt	NOPPD	F	NOM
323	TOR_C_0003_tagged.txt	NOPPD	F	NOM
324	TOR_C_0003_tagged.txt	NOPPD	M	NOM
325	TOR_C_0003_tagged.txt	PPD	F	NOM
326	TOR_C_0003_tagged.txt	NOPPD	M	NOM
327	TOR_C_0003_tagged.txt	NOPPD	F	NOM
328	TOR_C_0003_tagged.txt	NOPPD	F	NOM
329	TOR_C_0003_tagged.txt	NOPPD	M	NOM
330	TOR_C_0003_tagged.txt	NOPPD	F	NOM
331	TOR_C_0003_tagged.txt	NOPPD	M	NOM
332	TOR_C_0003_tagged.txt	NOPPD	M	NOM
333	TOR_C_0003_tagged.txt	NOPPD	F	NOM
334	TOR_C_0003_tagged.txt	NOPPD	F	NOM
335	TOR_C_0003_tagged.txt	NOPPD	F	NOM
336	TOR_C_0003_tagged.txt	NOPPD	F	NOM
337	TOR_C_0003_tagged.txt	NOPPD	M	NOM
338	TOR_C_0003_tagged.txt	NOPPD	F	NOM
339	TOR_C_0003_tagged.txt	NOPPD	M	NOM
340	TOR_C_0003_tagged.txt	NOPPD	F	NOM
341	TOR_C_0003_tagged.txt	NOPPD	F	NOM
342	TOR_C_0003_tagged.txt	NOPPD	F	NOM
343	TOR_C_0003_tagged.txt	NOPPD	F	NOM
344	TOR_C_0003_tagged.txt	NOPPD	F	NOM
345	TOR_C_0003_tagged.txt	NOPPD	M	NOM
346	TOR_C_0003_tagged.txt	NOPPD	F	NOM
347	TOR_C_0003_tagged.txt	NOPPD	F	NOM
348	TOR_C_0003_tagged.txt	NOPPD	F	NOM
349	TOR_C_0003_tagged.txt	NOPPD	F	NOM
350	TOR_C_0003_tagged.txt	NOPPD	F	NOM
351	TOR_C_0003_tagged.txt	NOPPD	M	NOM
352	TOR_C_0003_tagged.txt	NOPPD	F	NOM
353	TOR_C_0003_tagged.txt	NOPPD	F	NOM
354	TOR_C_0003_tagged.txt	NOPPD	M	NOM
355	TOR_C_0003_tagged.txt	NOPPD	M	NOM
356	TOR_C_0003_tagged.txt	NOPPD	M	NOM
357	TOR_C_0003_tagged.txt	NOPPD	F	NOM
358	TOR_C_0003_tagged.txt	NOPPD	M	NOM
359	TOR_C_0003_tagged.txt	NOPPD	M	NOM
360	TOR_C_0003_tagged.txt	NOPPD	M	NOM
361	TOR_C_0003_tagged.txt	PPD	F	NOM
362	TOR_C_0003_tagged.txt	NOPPD	F	NOM
363	TOR_C_0003_tagged.txt	NOPPD	M	NOM
364	TOR_C_0003_tagged.txt	NOPPD	F	NOM
365	TOR_C_0003_tagged.txt	NOPPD	F	NOM
366	TOR_C_0003_tagged.txt	NOPPD	F	NOM
367	TOR_C_0003_tagged.txt	NOPPD	M	NOM
368	TOR_C_0003_tagged.txt	NOPPD	F	NOM
369	TOR_C_0003_tagged.txt	NOPPD	F	NOM
370	TOR_C_0003_tagged.txt	NOPPD	F	NOM
371	TOR_C_0003_tagged.txt	NOPPD	F	NOM
372	TOR_C_0003_tagged.txt	NOPPD	F	NOM
373	TOR_C_0003_tagged.txt	NOPPD	F	NOM
374	TOR_C_0003_tagged.txt	NOPPD	F	NOM
375	TOR_C_0003_tagged.txt	NOPPD	F	NOM
376	TOR_C_0003_tagged.txt	NOPPD	M	NOM
377	TOR_C_0003_tagged.txt	NOPPD	M	NOM
378	TOR_C_0003_tagged.txt	NOPPD	F	NOM
379	TOR_C_0003_tagged.txt	NOPPD	M	NOM
380	TOR_C_0003_tagged.txt	NOPPD	M	NOM
381	TOR_C_0003_tagged.txt	NOPPD	M	NOM
382	TOR_C_0003_tagged.txt	NOPPD	F	NOM
383	TOR_C_0003_tagged.txt	NOPPD	F	NOM
384	TOR_C_0003_tagged.txt	NOPPD	F	NOM
385	TOR_C_0003_tagged.txt	NOPPD	M	NOM
386	TOR_C_0003_tagged.txt	NOPPD	M	NOM
387	TOR_C_0003_tagged.txt	NOPPD	M	NOM
388	TOR_C_0003_tagged.txt	NOPPD	M	NOM
389	TOR_C_0003_tagged.txt	NOPPD	F	NOM
390	TOR_C_0003_tagged.txt	NOPPD	F	NOM
391	TOR_C_0003_tagged.txt	PPD	F	NOM
392	TOR_C_0003_tagged.txt	NOPPD	F	NOM
393	TOR_C_0003_tagged.txt	NOPPD	F	NOM
394	TOR_C_0003_tagged.txt	NOPPD	F	NOM
395	TOR_C_0003_tagged.txt	NOPPD	F	NOM
396	TOR_C_0003_tagged.txt	NOPPD	F	NOM
397	TOR_C_0003_tagged.txt	NOPPD	M	NOM
398	TOR_C_0003_tagged.txt	NOPPD	M	NOM
399	TOR_C_0003_tagged.txt	NOPPD	F	NOM
400	TOR_C_0003_tagged.txt	NOPPD	M	NOM
401	TOR_C_0003_tagged.txt	NOPPD	M	NOM
402	TOR_C_0003_tagged.txt	NOPPD	M	NOM
403	TOR_C_0003_tagged.txt	NOPPD	M	NOM
404	TOR_C_0003_tagged.txt	NOPPD	F	NOM
405	TOR_C_0003_tagged.txt	NOPPD	F	NOM
406	TOR_C_0003_tagged.txt	NOPPD	F	NOM
407	TOR_C_0003_tagged.txt	NOPPD	F	NOM
408	TOR_C_0003_tagged.txt	NOPPD	F	NOM
409	TOR_C_0003_tagged.txt	NOPPD	M	NOM
410	TOR_C_0003_tagged.txt	NOPPD	M	NOM
411	TOR_C_0003_tagged.txt	NOPPD	F	NOM
412	TOR_C_0003_tagged.txt	NOPPD	F	NOM
413	TOR_C_0003_tagged.txt	NOPPD	F	NOM
414	TOR_C_0003_tagged.txt	NOPPD	F	NOM
415	TOR_C_0003_tagged.txt	NOPPD	F	NOM
416	TOR_C_0003_tagged.txt	PPD	F	NOM
417	TOR_C_0003_tagged.txt	NOPPD	F	NOM
418	TOR_C_0003_tagged.txt	NOPPD	F	NOM
419	TOR_C_0003_tagged.txt	NOPPD	F	NOM
420	TOR_C_0003_tagged.txt	NOPPD	F	NOM
421	TOR_C_0003_tagged.txt	NOPPD	F	NOM
422	TOR_C_0003_tagged.txt	NOPPD	M	NOM
423	TOR_C_0003_tagged.txt	NOPPD	F	NOM
424	TOR_C_0003_tagged.txt	PPD	F	NOM
425	TOR_C_0003_tagged.txt	NOPPD	F	NOM
426	TOR_C_0003_tagged.txt	NOPPD	F	NOM
427	TOR_C_0003_tagged.txt	NOPPD	F	NOM
428	TOR_C_0003_tagged.txt	NOPPD	F	NOM
429	TOR_C_0003_tagged.txt	NOPPD	F	NOM
430	TOR_C_0003_tagged.txt	NOPPD	F	NOM
431	TOR_C_0003_tagged.txt	NOPPD	F	NOM
432	TOR_C_0003_tagged.txt	NOPPD	F	NOM
433	TOR_C_0003_tagged.txt	NOPPD	F	NOM
434	TOR_C_0003_tagged.txt	NOPPD	M	NOM
435	TOR_C_0003_tagged.txt	NOPPD	F	NOM
436	TOR_C_0003_tagged.txt	NOPPD	F	NOM
437	TOR_C_0003_tagged.txt	PPD	F	NOM
438	TOR_C_0003_tagged.txt	NOPPD	F	NOM
439	TOR_C_0003_tagged.txt	NOPPD	F	NOM
440	TOR_C_0003_tagged.txt	NOPPD	F	NOM
441	TOR_C_0003_tagged.txt	NOPPD	F	NOM
442	TOR_C_0003_tagged.txt	NOPPD	F	NOM
443	TOR_C_0003_tagged.txt	NOPPD	M	NOM
444	TOR_C_0003_tagged.txt	NOPPD	M	NOM
445	TOR_C_0003_tagged.txt	NOPPD	M	NOM
446	TOR_C_0003_tagged.txt	NOPPD	M	NOM
447	TOR_C_0003_tagged.txt	NOPPD	F	NOM
448	TOR_C_0003_tagged.txt	NOPPD	F	NOM
449	TOR_C_0003_tagged.txt	NOPPD	M	NOM
450	TOR_C_0003_tagged.txt	NOPPD	F	NOM
451	TOR_C_0003_tagged.txt	NOPPD	F	NOM
452	TOR_C_0003_tagged.txt	NOPPD	F	NOM
453	TOR_C_0003_tagged.txt	NOPPD	F	NOM
454	TOR_C_0003_tagged.txt	NOPPD	F	NOM
455	TOR_C_0003_tagged.txt	NOPPD	F	NOM
456	TOR_C_0003_tagged.txt	NOPPD	M	NOM
457	TOR_C_0003_tagged.txt	NOPPD	F	NOM
458	TOR_C_0003_tagged.txt	NOPPD	F	NOM
459	TOR_C_0003_tagged.txt	NOPPD	F	NOM
460	TOR_C_0003_tagged.txt	NOPPD	F	NOM
461	TOR_C_0003_tagged.txt	NOPPD	F	NOM
462	TOR_C_0003_tagged.txt	NOPPD	F	NOM
463	TOR_C_0003_tagged.txt	NOPPD	F	NOM
464	TOR_C_0003_tagged.txt	NOPPD	F	NOM
465	TOR_C_0003_tagged.txt	NOPPD	M	NOM
466	TOR_C_0003_tagged.txt	NOPPD	F	NOM
467	TOR_C_0003_tagged.txt	NOPPD	F	NOM
468	TOR_C_0003_tagged.txt	NOPPD	F	NOM
