ID	TRANSCRIPT	PPDSTATUS	GENDER
1	TOR_C_0001_tagged.txt	PPD	M
2	TOR_C_0001_tagged.txt	PPD	F
3	TOR_C_0001_tagged.txt	PPD	F
4	TOR_C_0002_tagged.txt	PPD	N
5	TOR_C_0002_tagged.txt	PPD	N
6	TOR_C_0002_tagged.txt	PPD	N
7	TOR_C_0002_tagged.txt	PPD	N
8	TOR_C_0002_tagged.txt	PPD	M
9	TOR_C_0002_tagged.txt	PPD	F
10	TOR_C_0002_tagged.txt	PPD	M
11	TOR_C_0002_tagged.txt	PPD	F
12	TOR_C_0002_tagged.txt	PPD	F
13	TOR_C_0002_tagged.txt	PPD	M
14	TOR_C_0002_tagged.txt	PPD	M
15	TOR_C_0002_tagged.txt	PPD	M
16	TOR_C_0002_tagged.txt	PPD	M
17	TOR_C_0002_tagged.txt	PPD	F
18	TOR_C_0002_tagged.txt	PPD	F
19	TOR_C_0002_tagged.txt	PPD	F
20	TOR_C_0002_tagged.txt	PPD	F
21	TOR_C_0002_tagged.txt	PPD	F
22	TOR_C_0002_tagged.txt	PPD	N
23	TOR_C_0002_tagged.txt	PPD	M
24	TOR_C_0002_tagged.txt	PPD	M
25	TOR_C_0002_tagged.txt	PPD	F
26	TOR_C_0002_tagged.txt	PPD	F
27	TOR_C_0002_tagged.txt	PPD	F
28	TOR_C_0002_tagged.txt	PPD	F
29	TOR_C_0002_tagged.txt	PPD	F
30	TOR_C_0002_tagged.txt	PPD	M
31	TOR_C_0002_tagged.txt	PPD	F
32	TOR_C_0002_tagged.txt	PPD	F
33	TOR_C_0002_tagged.txt	PPD	F
34	TOR_C_0002_tagged.txt	PPD	F
35	TOR_C_0002_tagged.txt	PPD	N
36	TOR_C_0002_tagged.txt	PPD	N
37	TOR_C_0002_tagged.txt	PPD	F
38	TOR_C_0002_tagged.txt	PPD	N
39	TOR_C_0002_tagged.txt	PPD	F
40	TOR_C_0002_tagged.txt	PPD	F
41	TOR_C_0002_tagged.txt	PPD	M
42	TOR_C_0002_tagged.txt	PPD	F
43	TOR_C_0002_tagged.txt	PPD	F
44	TOR_C_0002_tagged.txt	PPD	M
45	TOR_C_0002_tagged.txt	PPD	M
46	TOR_C_0002_tagged.txt	PPD	M
47	TOR_C_0002_tagged.txt	PPD	M
48	TOR_C_0002_tagged.txt	PPD	M
49	TOR_C_0002_tagged.txt	PPD	M
50	TOR_C_0002_tagged.txt	PPD	F
51	TOR_C_0002_tagged.txt	PPD	M
52	TOR_C_0002_tagged.txt	PPD	M
53	TOR_C_0002_tagged.txt	PPD	M
54	TOR_C_0002_tagged.txt	PPD	M
55	TOR_C_0002_tagged.txt	PPD	M
56	TOR_C_0002_tagged.txt	PPD	N
57	TOR_C_0003_tagged.txt	PPD	F
58	TOR_C_0003_tagged.txt	PPD	F
59	TOR_C_0003_tagged.txt	PPD	F
60	TOR_C_0003_tagged.txt	PPD	F
61	TOR_C_0003_tagged.txt	PPD	F
62	TOR_C_0003_tagged.txt	PPD	F
63	TOR_C_0003_tagged.txt	PPD	F
64	TOR_C_0003_tagged.txt	PPD	F
65	TOR_C_0003_tagged.txt	PPD	M
66	TOR_C_0003_tagged.txt	PPD	M
67	TOR_C_0003_tagged.txt	PPD	M
68	TOR_C_0003_tagged.txt	PPD	F
69	TOR_C_0003_tagged.txt	PPD	M
70	TOR_C_0003_tagged.txt	PPD	F
71	TOR_C_0004_tagged.txt	PPD	M
72	TOR_C_0004_tagged.txt	PPD	M
73	TOR_C_0004_tagged.txt	PPD	M
74	TOR_C_0004_tagged.txt	PPD	F
75	TOR_C_0004_tagged.txt	PPD	M
76	TOR_C_0004_tagged.txt	PPD	M
77	TOR_C_0004_tagged.txt	PPD	M
78	TOR_C_0004_tagged.txt	PPD	F
79	TOR_C_0004_tagged.txt	PPD	M
80	TOR_C_0004_tagged.txt	PPD	M
81	TOR_C_0004_tagged.txt	PPD	F
82	TOR_C_0004_tagged.txt	PPD	N
83	TOR_C_0004_tagged.txt	PPD	M
84	TOR_C_0004_tagged.txt	PPD	F
85	TOR_C_0004_tagged.txt	PPD	F
86	TOR_C_0004_tagged.txt	PPD	M
87	TOR_C_0004_tagged.txt	PPD	F
88	TOR_C_0004_tagged.txt	PPD	F
89	TOR_C_0004_tagged.txt	PPD	F
90	TOR_C_0004_tagged.txt	PPD	F
91	TOR_C_0004_tagged.txt	PPD	M
92	TOR_C_0004_tagged.txt	PPD	M
93	TOR_C_0004_tagged.txt	PPD	M
94	TOR_C_0004_tagged.txt	PPD	M
95	TOR_C_0004_tagged.txt	PPD	M
96	TOR_C_0004_tagged.txt	PPD	F
97	TOR_C_0004_tagged.txt	PPD	F
98	TOR_C_0004_tagged.txt	PPD	F
99	TOR_C_0004_tagged.txt	PPD	F
100	TOR_C_0004_tagged.txt	PPD	M
101	TOR_C_0004_tagged.txt	PPD	N
102	TOR_C_0004_tagged.txt	PPD	N
103	TOR_C_0004_tagged.txt	PPD	N
104	TOR_C_0004_tagged.txt	PPD	F
105	TOR_C_0004_tagged.txt	PPD	M
106	TOR_C_0004_tagged.txt	PPD	M
107	TOR_C_0004_tagged.txt	PPD	M
108	TOR_C_0004_tagged.txt	PPD	M
109	TOR_C_0005_tagged.txt	PPD	M
110	TOR_C_0005_tagged.txt	PPD	F
111	TOR_C_0005_tagged.txt	PPD	F
112	TOR_C_0005_tagged.txt	PPD	F
113	TOR_C_0006_tagged.txt	PPD	N
114	TOR_C_0007_tagged.txt	PPD	F
115	TOR_C_0007_tagged.txt	PPD	F
116	TOR_C_0008_tagged.txt	PPD	F
117	TOR_C_0008_tagged.txt	PPD	M
118	TOR_C_0009_tagged.txt	PPD	M
119	TOR_C_0009_tagged.txt	PPD	F
120	TOR_C_0009_tagged.txt	PPD	F
121	TOR_C_0009_tagged.txt	PPD	F
122	TOR_C_0009_tagged.txt	PPD	F
123	TOR_C_0009_tagged.txt	PPD	M
124	TOR_C_0009_tagged.txt	PPD	F
125	TOR_C_0009_tagged.txt	PPD	N
126	TOR_C_0009_tagged.txt	PPD	F
127	TOR_C_0009_tagged.txt	PPD	M
128	TOR_C_0009_tagged.txt	PPD	F
129	TOR_C_0009_tagged.txt	PPD	F
130	TOR_C_0009_tagged.txt	PPD	M
131	TOR_C_0009_tagged.txt	PPD	M
132	TOR_C_0009_tagged.txt	PPD	M
133	TOR_C_0009_tagged.txt	PPD	F
134	TOR_C_0009_tagged.txt	PPD	F
135	TOR_C_0009_tagged.txt	PPD	M
136	TOR_C_0009_tagged.txt	PPD	M
137	TOR_C_0009_tagged.txt	PPD	M
138	TOR_C_0009_tagged.txt	PPD	M
139	TOR_C_0009_tagged.txt	PPD	F
140	TOR_C_0009_tagged.txt	PPD	M
141	TOR_C_0009_tagged.txt	PPD	N
142	TOR_C_0009_tagged.txt	PPD	M
143	TOR_C_0009_tagged.txt	PPD	F
144	TOR_C_0009_tagged.txt	PPD	M
145	TOR_C_0009_tagged.txt	PPD	N
146	TOR_C_0009_tagged.txt	PPD	M
147	TOR_C_0009_tagged.txt	PPD	M
148	TOR_C_0009_tagged.txt	PPD	M
149	TOR_C_0009_tagged.txt	PPD	F
150	TOR_C_0009_tagged.txt	PPD	M
151	TOR_C_0009_tagged.txt	PPD	F
152	TOR_C_0009_tagged.txt	PPD	M
153	TOR_C_0009_tagged.txt	PPD	F
154	TOR_C_0009_tagged.txt	PPD	F
155	TOR_C_0009_tagged.txt	PPD	F
156	TOR_C_0009_tagged.txt	PPD	M
157	TOR_C_0009_tagged.txt	PPD	F
158	TOR_C_0009_tagged.txt	PPD	F
159	TOR_C_0009_tagged.txt	PPD	F
160	TOR_C_0009_tagged.txt	PPD	M
161	TOR_C_0009_tagged.txt	PPD	F
162	TOR_C_0009_tagged.txt	PPD	F
163	TOR_C_0009_tagged.txt	PPD	F
164	TOR_C_0009_tagged.txt	PPD	F
165	TOR_C_0009_tagged.txt	PPD	F
166	TOR_C_0009_tagged.txt	PPD	F
167	TOR_C_0009_tagged.txt	PPD	F
168	TOR_C_0009_tagged.txt	PPD	F
169	TOR_C_0009_tagged.txt	PPD	F
170	TOR_C_0009_tagged.txt	PPD	F
171	TOR_C_0009_tagged.txt	PPD	M
172	TOR_C_0009_tagged.txt	PPD	M
173	TOR_C_0009_tagged.txt	PPD	M
174	TOR_C_0009_tagged.txt	PPD	M
175	TOR_C_0009_tagged.txt	PPD	M
176	TOR_C_0009_tagged.txt	PPD	M
177	TOR_C_0009_tagged.txt	PPD	M
178	TOR_C_0009_tagged.txt	PPD	M
179	TOR_C_0009_tagged.txt	PPD	M
180	TOR_C_0009_tagged.txt	PPD	M
181	TOR_C_0009_tagged.txt	PPD	M
182	TOR_C_0009_tagged.txt	PPD	F
183	TOR_C_0009_tagged.txt	PPD	M
184	TOR_C_0009_tagged.txt	PPD	M
185	TOR_C_0009_tagged.txt	PPD	F
186	TOR_C_0009_tagged.txt	PPD	F
187	TOR_C_0009_tagged.txt	PPD	F
188	TOR_C_0010_tagged.txt	PPD	F
189	TOR_C_0010_tagged.txt	PPD	N
190	TOR_C_0011_tagged.txt	PPD	F
191	TOR_C_0011_tagged.txt	PPD	F
192	TOR_C_0011_tagged.txt	PPD	F
193	TOR_C_0011_tagged.txt	PPD	F
194	TOR_C_0011_tagged.txt	PPD	M
195	TOR_C_0011_tagged.txt	PPD	N
196	TOR_C_0011_tagged.txt	PPD	F
197	TOR_C_0011_tagged.txt	PPD	F
198	TOR_C_0011_tagged.txt	PPD	F
199	TOR_C_0011_tagged.txt	PPD	F
200	TOR_C_0011_tagged.txt	PPD	F
201	TOR_C_0011_tagged.txt	PPD	F
202	TOR_C_0011_tagged.txt	PPD	F
203	TOR_C_0011_tagged.txt	PPD	F
204	TOR_C_0011_tagged.txt	PPD	F
205	TOR_C_0011_tagged.txt	PPD	M
206	TOR_C_0011_tagged.txt	PPD	F
207	TOR_C_0011_tagged.txt	PPD	M
208	TOR_C_0011_tagged.txt	PPD	M
209	TOR_C_0011_tagged.txt	PPD	N
210	TOR_C_0011_tagged.txt	PPD	N
211	TOR_C_0011_tagged.txt	PPD	N
212	TOR_C_0011_tagged.txt	PPD	M
213	TOR_C_0011_tagged.txt	PPD	N
214	TOR_C_0011_tagged.txt	PPD	N
215	TOR_C_0011_tagged.txt	PPD	N
216	TOR_C_0011_tagged.txt	PPD	F
217	TOR_C_0011_tagged.txt	PPD	M
218	TOR_C_0011_tagged.txt	PPD	F
219	TOR_C_0011_tagged.txt	PPD	M
220	TOR_C_0011_tagged.txt	PPD	M
221	TOR_C_0011_tagged.txt	PPD	F
222	TOR_C_0011_tagged.txt	PPD	F
223	TOR_C_0011_tagged.txt	PPD	F
224	TOR_C_0011_tagged.txt	PPD	F
225	TOR_C_0011_tagged.txt	PPD	N
226	TOR_C_0011_tagged.txt	PPD	F
227	TOR_C_0011_tagged.txt	PPD	F
228	TOR_C_0011_tagged.txt	PPD	M
229	TOR_C_0011_tagged.txt	PPD	M
230	TOR_C_0011_tagged.txt	PPD	M
231	TOR_C_0011_tagged.txt	PPD	N
232	TOR_C_0011_tagged.txt	PPD	M
233	TOR_C_0011_tagged.txt	PPD	F
234	TOR_C_0011_tagged.txt	PPD	F
235	TOR_C_0011_tagged.txt	PPD	N
236	TOR_C_0011_tagged.txt	PPD	N
237	TOR_C_0011_tagged.txt	PPD	F
238	TOR_C_0011_tagged.txt	PPD	N
239	TOR_C_0011_tagged.txt	PPD	N
240	TOR_C_0011_tagged.txt	PPD	F
241	TOR_C_0011_tagged.txt	PPD	M
242	TOR_C_0011_tagged.txt	PPD	F
243	TOR_C_0011_tagged.txt	PPD	F
244	TOR_C_0011_tagged.txt	PPD	F
245	TOR_C_0011_tagged.txt	PPD	F
246	TOR_C_0011_tagged.txt	PPD	F
247	TOR_C_0011_tagged.txt	PPD	F
248	TOR_C_0011_tagged.txt	PPD	F
249	TOR_C_0011_tagged.txt	PPD	M
250	TOR_C_0011_tagged.txt	PPD	M
251	TOR_C_0011_tagged.txt	PPD	F
252	TOR_C_0011_tagged.txt	PPD	M
253	TOR_C_0011_tagged.txt	PPD	M
254	TOR_C_0011_tagged.txt	PPD	F
255	TOR_C_0011_tagged.txt	PPD	F
256	TOR_C_0011_tagged.txt	PPD	F
257	TOR_C_0011_tagged.txt	PPD	F
258	TOR_C_0011_tagged.txt	PPD	F
259	TOR_C_0011_tagged.txt	PPD	F
260	TOR_C_0011_tagged.txt	PPD	M
261	TOR_C_0011_tagged.txt	PPD	M
262	TOR_C_0011_tagged.txt	PPD	F
263	TOR_C_0011_tagged.txt	PPD	F
264	TOR_C_0011_tagged.txt	PPD	F
265	TOR_C_0011_tagged.txt	PPD	F
266	TOR_C_0011_tagged.txt	PPD	F
267	TOR_C_0011_tagged.txt	PPD	F
268	TOR_C_0011_tagged.txt	PPD	F
269	TOR_C_0011_tagged.txt	PPD	M
270	TOR_C_0011_tagged.txt	PPD	F
271	TOR_C_0011_tagged.txt	PPD	F
272	TOR_C_0011_tagged.txt	PPD	N
273	TOR_C_0011_tagged.txt	PPD	N
274	TOR_C_0011_tagged.txt	PPD	F
275	TOR_C_0011_tagged.txt	PPD	M
276	TOR_C_0011_tagged.txt	PPD	F
277	TOR_C_0011_tagged.txt	PPD	M
278	TOR_C_0011_tagged.txt	PPD	F
279	TOR_C_0011_tagged.txt	PPD	F
280	TOR_C_0011_tagged.txt	PPD	F
281	TOR_C_0011_tagged.txt	PPD	F
282	TOR_C_0011_tagged.txt	PPD	F
283	TOR_C_0011_tagged.txt	PPD	F
284	TOR_C_0011_tagged.txt	PPD	F
285	TOR_C_0011_tagged.txt	PPD	N
286	TOR_C_0012_tagged.txt	PPD	F
287	TOR_C_0012_tagged.txt	PPD	F
288	TOR_C_0012_tagged.txt	PPD	M
289	TOR_C_0012_tagged.txt	PPD	M
290	TOR_C_0012_tagged.txt	PPD	M
291	TOR_C_0013_tagged.txt	PPD	F
292	TOR_C_0013_tagged.txt	PPD	F
293	TOR_C_0013_tagged.txt	PPD	N
294	TOR_C_0013_tagged.txt	PPD	N
295	TOR_C_0013_tagged.txt	PPD	F
296	TOR_C_0014_tagged.txt	PPD	N
297	TOR_C_0014_tagged.txt	PPD	N
298	TOR_C_0014_tagged.txt	PPD	F
299	TOR_C_0014_tagged.txt	PPD	F
300	TOR_C_0016_tagged.txt	PPD	N
301	TOR_C_0016_tagged.txt	PPD	M
302	TOR_C_0016_tagged.txt	PPD	M
303	TOR_C_0016_tagged.txt	PPD	F
304	TOR_C_0017_tagged.txt	PPD	M
305	TOR_C_0017_tagged.txt	PPD	F
306	TOR_C_0019_tagged.txt	PPD	M
307	TOR_C_0019_tagged.txt	PPD	F
308	TOR_C_0019_tagged.txt	PPD	F
309	TOR_C_0019_tagged.txt	PPD	F
310	TOR_C_0019_tagged.txt	PPD	F
311	TOR_C_0019_tagged.txt	PPD	M
312	TOR_C_0019_tagged.txt	PPD	M
313	TOR_C_0019_tagged.txt	PPD	M
314	TOR_C_0019_tagged.txt	PPD	M
315	TOR_C_0019_tagged.txt	PPD	M
316	TOR_C_0019_tagged.txt	PPD	M
317	TOR_C_0019_tagged.txt	PPD	N
318	TOR_C_0019_tagged.txt	PPD	F
319	TOR_C_0019_tagged.txt	PPD	F
320	TOR_C_0019_tagged.txt	PPD	N
321	TOR_C_0019_tagged.txt	PPD	M
322	TOR_C_0019_tagged.txt	PPD	N
323	TOR_C_0019_tagged.txt	PPD	F
324	TOR_C_0019_tagged.txt	PPD	M
325	TOR_C_0019_tagged.txt	PPD	M
326	TOR_C_0019_tagged.txt	PPD	F
327	TOR_C_0019_tagged.txt	PPD	M
328	TOR_C_0019_tagged.txt	PPD	N
329	TOR_C_0019_tagged.txt	PPD	F
330	TOR_C_0019_tagged.txt	PPD	F
331	TOR_C_0019_tagged.txt	PPD	F
332	TOR_C_0019_tagged.txt	PPD	N
333	TOR_C_0019_tagged.txt	PPD	N
334	TOR_C_0019_tagged.txt	PPD	F
335	TOR_C_0019_tagged.txt	PPD	F
336	TOR_C_0019_tagged.txt	PPD	M
337	TOR_C_0019_tagged.txt	PPD	F
338	TOR_C_0019_tagged.txt	PPD	M
339	TOR_C_0019_tagged.txt	PPD	F
340	TOR_C_0019_tagged.txt	PPD	M
341	TOR_C_0019_tagged.txt	PPD	F
342	TOR_C_0019_tagged.txt	PPD	M
343	TOR_C_0019_tagged.txt	PPD	M
344	TOR_C_0019_tagged.txt	PPD	M
345	TOR_C_0019_tagged.txt	PPD	M
346	TOR_C_0019_tagged.txt	PPD	M
347	TOR_C_0019_tagged.txt	PPD	F
348	TOR_C_0019_tagged.txt	PPD	M
349	TOR_C_0019_tagged.txt	PPD	F
350	TOR_C_0019_tagged.txt	PPD	F
351	TOR_C_0019_tagged.txt	PPD	M
352	TOR_C_0019_tagged.txt	PPD	M
353	TOR_C_0019_tagged.txt	PPD	F
354	TOR_C_0019_tagged.txt	PPD	F
355	TOR_C_0019_tagged.txt	PPD	F
356	TOR_C_0019_tagged.txt	PPD	F
357	TOR_C_0019_tagged.txt	PPD	F
358	TOR_C_0019_tagged.txt	PPD	F
359	TOR_C_0019_tagged.txt	PPD	M
360	TOR_C_0019_tagged.txt	PPD	M
361	TOR_C_0019_tagged.txt	PPD	F
362	TOR_C_0019_tagged.txt	PPD	M
363	TOR_C_0019_tagged.txt	PPD	F
364	TOR_C_0019_tagged.txt	PPD	F
365	TOR_C_0019_tagged.txt	PPD	M
366	TOR_C_0019_tagged.txt	PPD	F
367	TOR_C_0019_tagged.txt	PPD	M
368	TOR_C_0019_tagged.txt	PPD	M
369	TOR_C_0019_tagged.txt	PPD	F
370	TOR_C_0019_tagged.txt	PPD	N
371	TOR_C_0019_tagged.txt	PPD	F
372	TOR_C_0019_tagged.txt	PPD	F
373	TOR_C_0019_tagged.txt	PPD	F
374	TOR_C_0019_tagged.txt	PPD	N
375	TOR_C_0019_tagged.txt	PPD	M
376	TOR_C_0019_tagged.txt	PPD	F
377	TOR_C_0019_tagged.txt	PPD	F
378	TOR_C_0020_tagged.txt	PPD	F
379	TOR_C_0020_tagged.txt	PPD	F
380	TOR_C_0020_tagged.txt	PPD	M
381	TOR_C_0020_tagged.txt	PPD	M
382	TOR_C_0020_tagged.txt	PPD	F
383	TOR_C_0020_tagged.txt	PPD	N
384	TOR_C_0020_tagged.txt	PPD	F
385	TOR_C_0020_tagged.txt	PPD	M
386	TOR_C_0020_tagged.txt	PPD	F
387	TOR_C_0020_tagged.txt	PPD	N
388	TOR_C_0020_tagged.txt	PPD	F
389	TOR_C_0020_tagged.txt	PPD	F
390	TOR_C_0020_tagged.txt	PPD	N
391	TOR_C_0020_tagged.txt	PPD	N
392	TOR_C_0020_tagged.txt	PPD	N
393	TOR_C_0020_tagged.txt	PPD	F
394	TOR_C_0020_tagged.txt	PPD	F
395	TOR_C_0020_tagged.txt	PPD	N
396	TOR_C_0020_tagged.txt	PPD	F
397	TOR_C_0020_tagged.txt	PPD	N
398	TOR_C_0020_tagged.txt	PPD	N
399	TOR_C_0020_tagged.txt	PPD	N
400	TOR_C_0020_tagged.txt	PPD	F
401	TOR_C_0020_tagged.txt	PPD	F
402	TOR_C_0020_tagged.txt	PPD	F
403	TOR_C_0020_tagged.txt	PPD	N
404	TOR_C_0020_tagged.txt	PPD	N
405	TOR_C_0020_tagged.txt	PPD	N
406	TOR_C_0020_tagged.txt	PPD	N
407	TOR_C_0020_tagged.txt	PPD	F
408	TOR_C_0021_tagged.txt	PPD	F
409	TOR_C_0021_tagged.txt	PPD	M
410	TOR_C_0021_tagged.txt	PPD	M
411	TOR_C_0021_tagged.txt	PPD	N
412	TOR_C_0021_tagged.txt	PPD	F
413	TOR_C_0021_tagged.txt	PPD	F
414	TOR_C_0021_tagged.txt	PPD	M
415	TOR_C_0021_tagged.txt	PPD	M
416	TOR_C_0021_tagged.txt	PPD	N
417	TOR_C_0021_tagged.txt	PPD	M
418	TOR_C_0021_tagged.txt	PPD	N
419	TOR_C_0021_tagged.txt	PPD	F
420	TOR_C_0021_tagged.txt	PPD	F
421	TOR_C_0021_tagged.txt	PPD	N
422	TOR_C_0021_tagged.txt	PPD	M
423	TOR_C_0021_tagged.txt	PPD	M
424	TOR_C_0021_tagged.txt	PPD	F
425	TOR_C_0021_tagged.txt	PPD	M
426	TOR_C_0021_tagged.txt	PPD	F
427	TOR_C_0021_tagged.txt	PPD	F
428	TOR_C_0021_tagged.txt	PPD	N
429	TOR_C_0021_tagged.txt	PPD	F
430	TOR_C_0021_tagged.txt	PPD	F
431	TOR_C_0021_tagged.txt	PPD	F
432	TOR_C_0021_tagged.txt	PPD	M
433	TOR_C_0021_tagged.txt	PPD	F
434	TOR_C_0021_tagged.txt	PPD	M
435	TOR_C_0021_tagged.txt	PPD	F
436	TOR_C_0022_tagged.txt	PPD	M
437	TOR_C_0022_tagged.txt	PPD	N
438	TOR_C_0022_tagged.txt	PPD	F
439	TOR_C_0023_tagged.txt	PPD	F
440	TOR_C_0023_tagged.txt	PPD	F
441	TOR_C_0023_tagged.txt	PPD	F
442	TOR_C_0023_tagged.txt	PPD	M
443	TOR_C_0023_tagged.txt	PPD	M
444	TOR_C_0023_tagged.txt	PPD	F
445	TOR_C_0023_tagged.txt	PPD	N
446	TOR_C_0023_tagged.txt	PPD	M
447	TOR_C_0023_tagged.txt	PPD	N
448	TOR_C_0023_tagged.txt	PPD	M
449	TOR_C_0023_tagged.txt	PPD	N
450	TOR_C_0023_tagged.txt	PPD	N
451	TOR_C_0023_tagged.txt	PPD	M
452	TOR_C_0023_tagged.txt	PPD	M
453	TOR_C_0023_tagged.txt	PPD	M
454	TOR_C_0024_tagged.txt	PPD	M
455	TOR_C_0024_tagged.txt	PPD	M
456	TOR_C_0024_tagged.txt	PPD	F
457	TOR_C_0024_tagged.txt	PPD	F
458	TOR_C_0024_tagged.txt	PPD	M
459	TOR_C_0024_tagged.txt	PPD	F
460	TOR_C_0024_tagged.txt	PPD	M
461	TOR_C_0024_tagged.txt	PPD	F
462	TOR_C_0024_tagged.txt	PPD	F
463	TOR_C_0024_tagged.txt	PPD	M
464	TOR_C_0024_tagged.txt	PPD	M
465	TOR_C_0024_tagged.txt	PPD	F
466	TOR_C_0024_tagged.txt	PPD	M
467	TOR_C_0024_tagged.txt	PPD	F
468	TOR_C_0024_tagged.txt	PPD	N
469	TOR_C_0024_tagged.txt	PPD	F
470	TOR_C_0024_tagged.txt	PPD	F
471	TOR_C_0024_tagged.txt	PPD	F
472	TOR_C_0024_tagged.txt	PPD	F
473	TOR_C_0024_tagged.txt	PPD	F
474	TOR_C_0024_tagged.txt	PPD	M
475	TOR_C_0024_tagged.txt	PPD	F
476	TOR_C_0024_tagged.txt	PPD	F
477	TOR_C_0024_tagged.txt	PPD	F
478	TOR_C_0024_tagged.txt	PPD	F
479	TOR_C_0024_tagged.txt	PPD	M
480	TOR_C_0024_tagged.txt	PPD	F
481	TOR_C_0024_tagged.txt	PPD	F
482	TOR_C_0024_tagged.txt	PPD	F
483	TOR_C_0024_tagged.txt	PPD	F
484	TOR_C_0024_tagged.txt	PPD	F
485	TOR_C_0024_tagged.txt	PPD	M
486	TOR_C_0024_tagged.txt	PPD	F
487	TOR_C_0024_tagged.txt	PPD	F
488	TOR_C_0024_tagged.txt	PPD	F
489	TOR_C_0024_tagged.txt	PPD	F
490	TOR_C_0024_tagged.txt	PPD	M
491	TOR_C_0025_tagged.txt	PPD	M
492	TOR_C_0025_tagged.txt	PPD	M
493	TOR_C_0025_tagged.txt	PPD	F
494	TOR_C_0026_tagged.txt	PPD	N
495	TOR_C_0026_tagged.txt	PPD	F
496	TOR_C_0027_tagged.txt	PPD	F
497	TOR_C_0027_tagged.txt	PPD	F
498	TOR_C_0027_tagged.txt	PPD	F
499	TOR_C_0027_tagged.txt	PPD	F
500	TOR_C_0027_tagged.txt	PPD	F
501	TOR_C_0027_tagged.txt	PPD	M
502	TOR_C_0027_tagged.txt	PPD	M
503	TOR_C_0027_tagged.txt	PPD	F
504	TOR_C_0027_tagged.txt	PPD	M
505	TOR_C_0027_tagged.txt	PPD	N
506	TOR_C_0028_tagged.txt	PPD	M
507	TOR_C_0028_tagged.txt	PPD	N
508	TOR_C_0028_tagged.txt	PPD	F
509	TOR_C_0028_tagged.txt	PPD	F
510	TOR_C_0029_tagged.txt	PPD	N
511	TOR_C_0029_tagged.txt	PPD	F
512	TOR_C_0029_tagged.txt	PPD	F
513	TOR_C_0029_tagged.txt	PPD	M
514	TOR_C_0029_tagged.txt	PPD	F
515	TOR_C_0029_tagged.txt	PPD	F
516	TOR_C_0029_tagged.txt	PPD	M
517	TOR_C_0029_tagged.txt	PPD	M
518	TOR_C_0029_tagged.txt	PPD	F
519	TOR_C_0029_tagged.txt	PPD	F
520	TOR_C_0029_tagged.txt	PPD	M
521	TOR_C_0029_tagged.txt	PPD	M
522	TOR_C_0029_tagged.txt	PPD	N
523	TOR_C_0029_tagged.txt	PPD	N
524	TOR_C_0029_tagged.txt	PPD	F
525	TOR_C_0029_tagged.txt	PPD	F
526	TOR_C_0029_tagged.txt	PPD	F
527	TOR_C_0029_tagged.txt	PPD	M
528	TOR_C_0029_tagged.txt	PPD	F
529	TOR_C_0029_tagged.txt	PPD	F
530	TOR_C_0029_tagged.txt	PPD	N
531	TOR_C_0029_tagged.txt	PPD	N
532	TOR_C_0029_tagged.txt	PPD	N
533	TOR_C_0030_tagged.txt	PPD	F
534	TOR_C_0030_tagged.txt	PPD	F
535	TOR_C_0030_tagged.txt	PPD	F
536	TOR_C_0030_tagged.txt	PPD	F
537	TOR_C_0030_tagged.txt	PPD	F
538	TOR_C_0030_tagged.txt	PPD	F
539	TOR_C_0030_tagged.txt	PPD	F
540	TOR_C_0030_tagged.txt	PPD	M
541	TOR_C_0030_tagged.txt	PPD	M
542	TOR_C_0030_tagged.txt	PPD	F
543	TOR_C_0030_tagged.txt	PPD	N
544	TOR_C_0030_tagged.txt	PPD	M
545	TOR_C_0030_tagged.txt	PPD	M
546	TOR_C_0030_tagged.txt	PPD	F
547	TOR_C_0030_tagged.txt	PPD	M
548	TOR_C_0030_tagged.txt	PPD	F
549	TOR_C_0030_tagged.txt	PPD	F
550	TOR_C_0030_tagged.txt	PPD	F
551	TOR_C_0030_tagged.txt	PPD	M
552	TOR_C_0030_tagged.txt	PPD	M
553	TOR_C_0030_tagged.txt	PPD	M
554	TOR_C_0030_tagged.txt	PPD	M
555	TOR_C_0030_tagged.txt	PPD	F
556	TOR_C_0030_tagged.txt	PPD	F
557	TOR_C_0032_tagged.txt	PPD	F
558	TOR_C_0032_tagged.txt	PPD	M
559	TOR_C_0033_tagged.txt	PPD	F
560	TOR_C_0033_tagged.txt	PPD	F
561	TOR_C_0033_tagged.txt	PPD	M
562	TOR_C_0033_tagged.txt	PPD	F
563	TOR_C_0033_tagged.txt	PPD	F
564	TOR_C_0033_tagged.txt	PPD	F
565	TOR_C_0033_tagged.txt	PPD	F
566	TOR_C_0033_tagged.txt	PPD	F
567	TOR_C_0033_tagged.txt	PPD	F
568	TOR_C_0033_tagged.txt	PPD	M
569	TOR_C_0033_tagged.txt	PPD	N
570	TOR_C_0033_tagged.txt	PPD	M
571	TOR_C_0033_tagged.txt	PPD	F
572	TOR_C_0033_tagged.txt	PPD	N
573	TOR_C_0033_tagged.txt	PPD	M
574	TOR_C_0033_tagged.txt	PPD	M
575	TOR_C_0033_tagged.txt	PPD	M
576	TOR_C_0033_tagged.txt	PPD	N
577	TOR_C_0033_tagged.txt	PPD	M
578	TOR_C_0033_tagged.txt	PPD	F
579	TOR_C_0033_tagged.txt	PPD	F
580	TOR_C_0033_tagged.txt	PPD	F
581	TOR_C_0033_tagged.txt	PPD	F
582	TOR_C_0033_tagged.txt	PPD	N
