ID	File	Case	Function	PoS
571	TOR_C_00023_tagged.txt	na-OBL	POSS	NOUN
572	TOR_C_0002_tagged.txt	na-OBL	POSS	NOUN
573	TOR_C_0089_tagged.txt	na-OBL	POSS	NOUN
574	TOR_C_00013_tagged.txt	na-OBL	POSS	NOUN
575	TOR_C_0037_tagged.txt	na-OBL	POSS	NOUN
576	TOR_C_0003_tagged.txt	na-OBL	POSS	PRONOUN
577	TOR_C_0066_tagged.txt	na-OBL	POSS	PRONOUN
578	TOR_C_0046_tagged.txt	na-OBL	POSS	NOUN
580	TOR_C_0052_tagged.txt	na-OBL	POSS	NOUN
581	TOR_C_0056_tagged.txt	na-OBL	POSS	NOUN
582	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
583	TOR_C_0058_tagged.txt	na-OBL	POSS	NOUN
584	TOR_C_0069_tagged.txt	na-OBL	POSS	NOUN
585	TOR_C_00028_tagged.txt	na-OBL	POSS	NOUN
586	TOR_C_0038_tagged.txt	na-OBL	POSS	NOUN
587	TOR_C_0048_tagged.txt	na-OBL	POSS	NOUN
588	TOR_C_0048_tagged.txt	na-OBL	POSS	NOUN
589	TOR_C_0058_tagged.txt	na-OBL	POSS	NOUN
590	TOR_C_0073_tagged.txt	na-OBL	POSS	NOUN
591	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
592	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
593	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
594	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
595	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
596	TOR_C_0002_tagged.txt	na-OBL	POSS	NOUN
597	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
599	TOR_C_0083_tagged.txt	na-OBL	POSS	NOUN
601	TOR_C_0083_tagged.txt	na-OBL	POSS	NOUN
603	TOR_C_0049_tagged.txt	na-OBL	POSS	NOUN
605	TOR_C_00020_tagged.txt	na-OBL	POSS	NOUN
608	TOR_C_0089_tagged.txt	na-OBL	POSS	NOUN
610	TOR_C_0052_tagged.txt	na-OBL	POSS	NOUN
612	TOR_C_0061_tagged.txt	na-OBL	POSS	NOUN
614	TOR_C_00033_tagged.txt	na-OBL	POSS	NOUN
616	TOR_C_0061_tagged.txt	na-OBL	POSS	NOUN
618	TOR_C_00013_tagged.txt	na-OBL	POSS	NOUN
620	TOR_C_00023_tagged.txt	na-OBL	POSS	NOUN
622	TOR_C_0083_tagged.txt	na-OBL	POSS	NOUN
624	TOR_C_0086_tagged.txt	na-OBL	POSS	NOUN
626	TOR_C_00016_tagged.txt	na-OBL	POSS	NOUN
628	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
632	TOR_C_0078_tagged.txt	na-OBL	POSS	NOUN
634	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
636	TOR_C_0047_tagged.txt	na-OBL	POSS	NOUN
638	TOR_C_00034_tagged.txt	na-OBL	POSS	NOUN
640	TOR_C_0086_tagged.txt	na-OBL	POSS	NOUN
642	TOR_C_0049_tagged.txt	na-OBL	POSS	NOUN
643	TOR_C_0076_tagged.txt	na-OBL	POSS	NOUN
644	TOR_C_0069_tagged.txt	na-OBL	POSS	NOUN
645	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
646	TOR_C_00020_tagged.txt	na-OBL	POSS	NOUN
647	TOR_C_00020_tagged.txt	na-OBL	POSS	NOUN
648	TOR_C_0074_tagged.txt	na-OBL	POSS	NOUN
649	TOR_C_0064_tagged.txt	na-OBL	POSS	NOUN
650	TOR_C_0071_tagged.txt	na-OBL	POSS	NOUN
651	TOR_C_00010_tagged.txt	na-OBL	POSS	PRONOUN
652	TOR_C_0002_tagged.txt	na-OBL	POSS	PRONOUN
653	TOR_C_0069_tagged.txt	na-OBL	POSS	PRONOUN
654	TOR_C_0045_tagged.txt	na-OBL	POSS	PRONOUN
655	TOR_C_0066_tagged.txt	na-OBL	IO	PRONOUN
656	TOR_C_0079_tagged.txt	na-OBL	POSS	PRONOUN
657	TOR_C_0089_tagged.txt	na-OBL	POSS	PRONOUN
658	TOR_C_0002_tagged.txt	na-OBL	POSS	PRONOUN
659	TOR_C_00023_tagged.txt	na-OBL	POSS	PRONOUN
660	TOR_C_0002_tagged.txt	na-OBL	POSS	PRONOUN
661	TOR_C_0003_tagged.txt	na-OBL	POSS	PRONOUN
665	TOR_C_0053_tagged.txt	na-OBL	POSS	NOUN
666	TOR_C_0006_tagged.txt	na-OBL	POSS	NOUN
668	TOR_C_0002_tagged.txt	na-OBL	POSS	NOUN
671	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
673	TOR_C_00020_tagged.txt	na-OBL	POSS	NOUN
675	TOR_C_0066_tagged.txt	na-OBL	POSS	NOUN
677	TOR_C_00010_tagged.txt	na-OBL	POSS	NOUN
681	TOR_C_0006_tagged.txt	na-OBL	POSS	NOUN
683	TOR_C_0073_tagged.txt	na-OBL	POSS	NOUN
685	TOR_C_0051_tagged.txt	na-OBL	POSS	NOUN
690	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
691	TOR_C_0073_tagged.txt	na-OBL	POSS	NOUN
692	TOR_C_0006_tagged.txt	na-OBL	POSS	NOUN
693	TOR_C_0006_tagged.txt	na-OBL	POSS	NOUN
694	TOR_C_0059_tagged.txt	na-OBL	POSS	NOUN
695	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
696	TOR_C_0005_tagged.txt	na-OBL	POSS	NOUN
697	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
698	TOR_C_0061_tagged.txt	na-OBL	POSS	NOUN
699	TOR_C_00033_tagged.txt	na-OBL	POSS	NOUN
700	TOR_C_00016_tagged.txt	na-OBL	POSS	NOUN
701	TOR_C_0037_tagged.txt	na-OBL	POSS	NOUN
702	TOR_C_00034_tagged.txt	na-OBL	POSS	NOUN
703	TOR_C_00034_tagged.txt	na-OBL	POSS	NOUN
704	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
705	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
706	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
707	TOR_C_00034_tagged.txt	na-OBL	POSS	NOUN
708	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
709	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
710	TOR_C_0003_tagged.txt	na-OBL	POSS	NOUN
711	TOR_C_0058_tagged.txt	na-OBL	POSS	NOUN
712	TOR_C_0058_tagged.txt	na-OBL	POSS	NOUN
713	TOR_C_0058_tagged.txt	na-OBL	POSS	NOUN
714	TOR_C_00020_tagged.txt	na-OBL	POSS	NOUN
715	TOR_C_0083_tagged.txt	na-OBL	POSS	NOUN
716	TOR_C_00034_tagged.txt	na-OBL	POSS	NOUN
717	TOR_C_0003_tagged.txt	na-OBL	POSS	NOUN
718	TOR_C_00010_tagged.txt	na-OBL	POSS	NOUN
719	TOR_C_0003_tagged.txt	na-OBL	POSS	NOUN
720	TOR_C_0070_tagged.txt	na-OBL	POSS	NOUN
722	TOR_C_0041_tagged.txt	na-OBL	POSS	NOUN
723	TOR_C_0074_tagged.txt	na-OBL	POSS	NOUN
724	TOR_C_0054_tagged.txt	na-OBL	POSS	NOUN
726	TOR_C_0009_tagged.txt	na-OBL	POSS	NOUN
727	TOR_C_0080_tagged.txt	na-OBL	POSS	NOUN
730	TOR_C_0003_tagged.txt	na-OBL	POSS	NOUN
731	TOR_C_0003_tagged.txt	na-OBL	POSS	NOUN
733	TOR_C_0089_tagged.txt	na-OBL	POSS	NOUN
735	TOR_C_0074_tagged.txt	na-OBL	POSS	NOUN
737	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
739	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
742	TOR_C_0062_tagged.txt	na-OBL	POSS	NOUN
744	TOR_C_0082_tagged.txt	na-OBL	POSS	NOUN
746	TOR_C_0002_tagged.txt	na-OBL	POSS	NOUN
748	TOR_C_0051_tagged.txt	na-OBL	POSS	NOUN
750	TOR_C_00024_tagged.txt	na-OBL	POSS	NOUN
751	TOR_C_0070_tagged.txt	na-OBL	POSS	NOUN
752	TOR_C_0070_tagged.txt	na-OBL	POSS	NOUN
753	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
754	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
755	TOR_C_0069_tagged.txt	na-OBL	POSS	NOUN
756	TOR_C_0069_tagged.txt	na-OBL	POSS	NOUN
757	TOR_C_0069_tagged.txt	na-OBL	POSS	NOUN
758	TOR_C_0037_tagged.txt	na-OBL	POSS	NOUN
759	TOR_C_0069_tagged.txt	na-OBL	POSS	NOUN
760	TOR_C_00015_tagged.txt	na-OBL	POSS	NOUN
761	TOR_C_0008_tagged.txt	na-OBL	POSS	NOUN
762	TOR_C_0045_tagged.txt	na-OBL	POSS	NOUN
763	TOR_C_00020_tagged.txt	na-OBL	POSS	NOUN
764	TOR_C_0053_tagged.txt	DAT	IO	NOUN
765	TOR_C_00024_tagged.txt	DAT	IO	NOUN
766	TOR_C_0081_tagged.txt	DAT	IO	NOUN
768	TOR_C_0046_tagged.txt	DAT	IO	NOUN
769	TOR_C_0061_tagged.txt	DAT	IO	NOUN
771	TOR_C_0081_tagged.txt	DAT	IO	NOUN
1008	TOR_C_0083_tagged.txt	DAT	IO	NOUN
1021	TOR_C_0052_tagged.txt	DAT	IO	PRONOUN
1022	TOR_C_0095_tagged.txt	DAT	IO	PRONOUN
1023	TOR_C_0055_tagged.txt	DAT	IO	PRONOUN
1024	TOR_C_0086_tagged.txt	DAT	IO	PRONOUN
1025	TOR_C_0086_tagged.txt	DAT	IO	PRONOUN
1026	TOR_C_0005_tagged.txt	DAT	IO	PRONOUN
1027	TOR_C_00016_tagged.txt	DAT	IO	PRONOUN
1028	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
1029	TOR_C_0086_tagged.txt	DAT	IO	PRONOUN
1030	TOR_C_00016_tagged.txt	DAT	IO	PRONOUN
1031	TOR_C_0041_tagged.txt	DAT	IO	PRONOUN
1032	TOR_C_00034_tagged.txt	DAT	IO	PRONOUN
1033	TOR_C_0085_tagged.txt	DAT	IO	PRONOUN
1034	TOR_C_00034_tagged.txt	DAT	IO	PRONOUN
1599	TOR_C_0086_tagged.txt	DAT	IO	NOUN
1600	TOR_C_0086_tagged.txt	DAT	IO	NOUN
2163	TOR_C_0003_tagged.txt	DAT	IO	PRONOUN
2164	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
2165	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
2166	TOR_C_00027_tagged.txt	DAT	IO	PRONOUN
2167	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
2168	TOR_C_0069_tagged.txt	DAT	IO	PRONOUN
2169	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
2170	TOR_C_0098_tagged.txt	DAT	IO	PRONOUN
2171	TOR_C_00016_tagged.txt	DAT	IO	PRONOUN
2172	TOR_C_0037_tagged.txt	DAT	IO	PRONOUN
2173	TOR_C_00030_tagged.txt	DAT	IO	PRONOUN
2174	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
2175	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
2176	TOR_C_0086_tagged.txt	DAT	IO	PRONOUN
2177	TOR_C_0083_tagged.txt	DAT	IO	PRONOUN
2178	TOR_C_0037_tagged.txt	DAT	IO	PRONOUN
2179	TOR_C_0068_tagged.txt	DAT	IO	PRONOUN
2180	TOR_C_00034_tagged.txt	DAT	IO	PRONOUN
2183	TOR_C_0098_tagged.txt	DAT	IO	NOUN
2184	TOR_C_0045_tagged.txt	DAT	IO	NOUN
2185	TOR_C_0061_tagged.txt	DAT	IO	NOUN
2197	TOR_C_0093_tagged.txt	DAT	IO	NOUN
2198	TOR_C_0093_tagged.txt	DAT	IO	NOUN
2809	TOR_C_00016_tagged.txt	DAT	IO	PRONOUN
2810	TOR_C_0084_tagged.txt	DAT	IO	PRONOUN
2811	TOR_C_0080_tagged.txt	DAT	IO	PRONOUN
2812	TOR_C_00030_tagged.txt	DAT	IO	PRONOUN
2813	TOR_C_00034_tagged.txt	DAT	IO	PRONOUN
2814	TOR_C_00034_tagged.txt	DAT	IO	PRONOUN
2815	TOR_C_00034_tagged.txt	DAT	IO	PRONOUN
2816	TOR_C_0086_tagged.txt	DAT	IO	PRONOUN
2817	TOR_C_0101_tagged.txt	DAT	IO	PRONOUN
2818	TOR_C_0075_tagged.txt	DAT	IO	PRONOUN
2819	TOR_C_0084_tagged.txt	DAT	IO	PRONOUN
2820	TOR_C_0075_tagged.txt	DAT	IO	PRONOUN
2821	TOR_C_0075_tagged.txt	DAT	IO	PRONOUN
2822	TOR_C_0080_tagged.txt	DAT	IO	PRONOUN
2823	TOR_C_0080_tagged.txt	DAT	IO	PRONOUN
2824	TOR_C_0075_tagged.txt	DAT	IO	PRONOUN
2825	TOR_C_0080_tagged.txt	DAT	IO	PRONOUN
2826	TOR_C_0080_tagged.txt	DAT	IO	PRONOUN
2827	TOR_C_0097_tagged.txt	DAT	IO	PRONOUN
2828	TOR_C_0095_tagged.txt	DAT	IO	PRONOUN
2829	TOR_C_0101_tagged.txt	DAT	IO	PRONOUN
2830	TOR_C_0095_tagged.txt	DAT	IO	PRONOUN
2831	TOR_C_00011_tagged.txt	DAT	IO	PRONOUN
2832	TOR_C_0101_tagged.txt	DAT	IO	PRONOUN
2833	TOR_C_0068_tagged.txt	DAT	IO	PRONOUN
2834	TOR_C_0042_tagged.txt	DAT	IO	PRONOUN
2835	TOR_C_0042_tagged.txt	DAT	IO	PRONOUN
2836	TOR_C_0075_tagged.txt	DAT	IO	PRONOUN
2838	TOR_C_0083_tagged.txt	DAT	IO	NOUN
2957	TOR_C_0045_tagged.txt	DAT	IO	NOUN
2958	TOR_C_0045_tagged.txt	DAT	IO	NOUN
2959	TOR_C_0091_tagged.txt	DAT	IO	NOUN
2960	TOR_C_00018_tagged.txt	DAT	IO	NOUN
2961	TOR_C_0001_tagged.txt	DAT	IO	NOUN
2962	TOR_C_00024_tagged.txt	DAT	IO	NOUN
2963	TOR_C_00024_tagged.txt	DAT	IO	NOUN
2964	TOR_C_00030_tagged.txt	DAT	IO	NOUN
2965	TOR_C_00030_tagged.txt	DAT	IO	NOUN
2966	TOR_C_00030_tagged.txt	DAT	IO	NOUN
2967	TOR_C_00030_tagged.txt	DAT	IO	NOUN
2968	TOR_C_00032_tagged.txt	DAT	IO	NOUN
2969	TOR_C_00032_tagged.txt	DAT	IO	NOUN
2970	TOR_C_0003_tagged.txt	DAT	IO	NOUN
2973	TOR_C_00016_tagged.txt	DAT	IO	PRONOUN
2974	TOR_C_00024_tagged.txt	DAT	IO	NOUN
3057	TOR_C_00023_tagged.txt	DAT	POSS	PRONOUN
3058	TOR_C_0046_tagged.txt	DAT	POSS	PRONOUN
3059	TOR_C_0097_tagged.txt	DAT	POSS	PRONOUN
3060	TOR_C_0074_tagged.txt	DAT	POSS	PRONOUN
3061	TOR_C_0074_tagged.txt	DAT	POSS	PRONOUN
3062	TOR_C_0080_tagged.txt	DAT	POSS	PRONOUN
3063	TOR_C_0086_tagged.txt	DAT	POSS	PRONOUN
3855	TOR_C_0068_tagged.txt	DAT	POSS	PRONOUN
3856	TOR_C_0089_tagged.txt	DAT	POSS	PRONOUN
3857	TOR_C_0086_tagged.txt	DAT	POSS	PRONOUN
3858	TOR_C_0037_tagged.txt	DAT	POSS	PRONOUN
3859	TOR_C_0067_tagged.txt	DAT	POSS	PRONOUN
3860	TOR_C_0092_tagged.txt	DAT	POSS	PRONOUN
3924	TOR_C_00034_tagged.txt	DAT	POSS	PRONOUN
3925	TOR_C_0045_tagged.txt	DAT	POSS	PRONOUN
3930	TOR_C_0003_tagged.txt	DAT	POSS	NOUN
3931	TOR_C_00023_tagged.txt	DAT	POSS	PRONOUN
